"Linear Displacement"
"Time (sec)","Linear Displacement1 (meter)"
0.304166666666667,-1.39554261264655
0.308333333333333,-1.38695532884353
0.3125,-1.37848032182428
0.316666666666667,-1.37013276694561
0.320833333333333,-1.36192722559212
0.325,-1.35387762886396
0.329166666666667,-1.34599726550587
0.333333333333333,-1.33829877394315
0.3375,-1.33079413825278
0.341666666666667,-1.32349468786472
0.345833333333333,-1.31641110075893
0.35,-1.30955340989825
0.354166666666667,-1.30293101261664
0.358333333333333,-1.29655268266608
0.3625,-1.2904265846137
0.366666666666667,-1.28456029027347
0.370833333333333,-1.27896079685384
0.375,-1.27363454650334
0.379166666666667,-1.26858744694128
0.383333333333333,-1.26382489286764
0.3875,-1.25935178785755
0.391666666666666,-1.25517256645818
0.395833333333333,-1.25129121622122
0.4,-1.24771129942022
0.404166666666666,-1.24443597421996
0.408333333333333,-1.2414680150834
0.4125,-1.23880983222041
0.416666666666666,-1.23646348990186
0.420833333333333,-1.23443072348136
0.425,-1.23271295498572
0.429166666666666,-1.23131130715361
0.433333333333333,-1.23022661581942
0.4375,-1.22945944055669
0.441666666666666,-1.22901007351203
0.445833333333333,-1.22887854637631
0.45,-1.22906463545549
0.454166666666666,-1.22956786481808
0.458333333333333,-1.23038750751116
0.4625,-1.23152258485048
0.466666666666666,-1.23297186380476
0.470833333333333,-1.23473385250752
0.475,-1.23680679394417
0.479166666666666,-1.23918865787556
0.483333333333333,-1.24187713107343
0.487499999999999,-1.24486960595771
0.491666666666666,-1.2481631677395
0.495833333333333,-1.25175458018935
0.499999999999999,-1.25564027016451
0.504166666666666,-1.25981631104481
0.508333333333333,-1.26427840524164
0.512499999999999,-1.26902186596036
0.516666666666666,-1.2740415984109
0.520833333333333,-1.27933208067682
0.524999999999999,-1.28488734446647
0.529166666666666,-1.29070095598358
0.533333333333333,-1.29676599716657
0.537499999999999,-1.30307504755617
0.541666666666666,-1.30962016705976
0.545833333333333,-1.31639287988776
0.549999999999999,-1.32338415994072
0.554166666666666,-1.33058441792795
0.558333333333333,-1.33798349049616
0.562499999999999,-1.34557063164185
0.566666666666666,-1.35333450667265
0.570833333333333,-1.36126318897077
0.574999999999999,-1.36934415979575
0.579166666666666,-1.37756431134444
0.583333333333332,-1.38590995326326
0.587499999999999,-1.39436682278114
0.591666666666666,-1.40292009860226
0.595833333333332,-1.41155441866548
0.599999999999999,-1.42025390184268
0.604166666666666,-1.42900217361161
0.608333333333332,-1.43778239570132
0.612499999999999,-1.44657729966916
0.616666666666666,-1.45536922433003
0.620833333333332,-1.46414015691968
0.624999999999999,-1.47287177783675
0.629166666666666,-1.48154550877248
0.633333333333332,-1.49014256400292
0.637499999999999,-1.49864400458788
0.641666666666666,-1.50703079519244
0.645833333333332,-1.51528386322196
0.649999999999999,-1.52338415994071
0.654166666666666,-1.53131272322649
0.658333333333332,-1.53905074160018
0.662499999999999,-1.54657961915965
0.666666666666666,-1.55388104104119
0.670833333333332,-1.56093703902984
0.674999999999999,-1.56773005694108
0.679166666666665,-1.57424301540087
0.683333333333332,-1.58045937565849
0.687499999999999,-1.58636320207685
0.691666666666665,-1.59193922295724
0.695833333333332,-1.59717288936996
0.699999999999999,-1.60205043167829
0.704166666666665,-1.60655891346063
0.708333333333332,-1.61068628255415
0.712499999999999,-1.61442141896222
0.716666666666665,-1.6177541793878
0.720833333333332,-1.62067543817484
0.724999999999999,-1.62317712445979
0.729166666666665,-1.62525225535548
0.733333333333332,-1.62689496500964
0.737499999999999,-1.62810052940002
0.741666666666665,-1.62886538674787
0.745833333333332,-1.62918715345083
0.749999999999999,-1.62906463545549
0.754166666666665,-1.62849783500906
0.758333333333332,-1.62748795274873
0.762499999999999,-1.62603738510621
0.766666666666665,-1.6241497170243
0.770833333333332,-1.62182971000158
0.774999999999998,-1.61908328550134
0.779166666666665,-1.61591750378064
0.783333333333332,-1.61234053821623
0.787499999999998,-1.60836164522494
0.791666666666665,-1.60399112989808
0.795833333333332,-1.59924030749125
0.799999999999998,-1.594121460934
0.804166666666665,-1.58864779454638
0.808333333333332,-1.58283338417378
0.812499999999998,-1.57669312397405
0.816666666666665,-1.57024267011523
0.820833333333332,-1.56349838166533
0.824999999999998,-1.55647725897796
0.829166666666665,-1.5491968799001
0.833333333333332,-1.54167533414809
0.837499999999998,-1.53393115621719
0.841666666666665,-1.5259832572065
0.845833333333332,-1.51785085595537
0.849999999999998,-1.50955340989825
0.854166666666665,-1.50111054605295
0.858333333333332,-1.492541992561
0.862499999999998,-1.48386751119882
0.866666666666665,-1.47510683127342
0.870833333333331,-1.46627958530758
0.874999999999998,-1.45740524690497
0.879166666666665,-1.44850307116737
0.883333333333331,-1.43959203801238
0.887499999999998,-1.4306907987123
0.891666666666665,-1.4218176259426
0.895833333333331,-1.41299036759269
0.899999999999998,-1.4042264045525
0.904166666666665,-1.39554261264655
0.908333333333331,-1.38695532884353
0.912499999999998,-1.37848032182428
0.916666666666665,-1.37013276694561
0.920833333333331,-1.36192722559213
0.924999999999998,-1.35387762886396
0.929166666666665,-1.34599726550587
0.933333333333331,-1.33829877394316
0.937499999999998,-1.33079413825278
0.941666666666665,-1.32349468786472
0.945833333333331,-1.31641110075893
0.949999999999998,-1.30955340989825
0.954166666666664,-1.30293101261664
0.958333333333331,-1.29655268266608
0.962499999999998,-1.2904265846137
0.966666666666664,-1.28456029027348
0.970833333333331,-1.27896079685384
0.974999999999998,-1.27363454650334
0.979166666666664,-1.26858744694128
0.983333333333331,-1.26382489286764
0.987499999999998,-1.25935178785755
0.991666666666664,-1.25517256645818
0.995833333333331,-1.25129121622123
0.999999999999998,-1.24771129942022
1.00416666666666,-1.24443597421996
1.00833333333333,-1.2414680150834
1.0125,-1.23880983222041
1.01666666666666,-1.23646348990188
1.02083333333333,-1.23443072348136
1.025,-1.23271295498572
1.02916666666666,-1.23131130715361
1.03333333333333,-1.23022661581942
1.0375,-1.22945944055669
1.04166666666666,-1.22901007351203
1.04583333333333,-1.22887854637631
1.05,-1.22906463545549
1.05416666666666,-1.22956786481808
1.05833333333333,-1.23038750751116
1.0625,-1.23152258485048
1.06666666666666,-1.23297186380476
1.07083333333333,-1.23473385250751
1.075,-1.23680679394417
1.07916666666666,-1.23918865787556
1.08333333333333,-1.24187713107343
1.0875,-1.2448696059577
1.09166666666666,-1.24816316773949
1.09583333333333,-1.25175458018934
1.1,-1.25564027016451
1.10416666666666,-1.25981631104481
1.10833333333333,-1.26427840524164
1.1125,-1.26902186596035
1.11666666666666,-1.2740415984109
1.12083333333333,-1.27933208067682
1.125,-1.28488734446646
1.12916666666666,-1.29070095598357
1.13333333333333,-1.29676599716657
1.1375,-1.30307504755616
1.14166666666666,-1.30962016705976
1.14583333333333,-1.31639287988775
1.15,-1.32338415994071
1.15416666666666,-1.33058441792795
1.15833333333333,-1.33798349049616
1.1625,-1.34557063164184
1.16666666666666,-1.35333450667264
1.17083333333333,-1.36126318897077
1.175,-1.36934415979574
1.17916666666666,-1.37756431134443
1.18333333333333,-1.38590995326326
1.1875,-1.39436682278114
1.19166666666666,-1.40292009860225
1.19583333333333,-1.41155441866547
1.2,-1.42025390184267
1.20416666666666,-1.42900217361161
1.20833333333333,-1.43778239570132
1.2125,-1.44657729966916
1.21666666666666,-1.45536922433003
1.22083333333333,-1.46414015691967
1.225,-1.47287177783675
1.22916666666666,-1.48154550877248
1.23333333333333,-1.49014256400291
1.2375,-1.49864400458788
1.24166666666666,-1.50703079519244
1.24583333333333,-1.51528386322196
1.25,-1.52338415994071
1.25416666666666,-1.53131272322648
1.25833333333333,-1.53905074160017
1.2625,-1.54657961915965
1.26666666666666,-1.55388104104118
1.27083333333333,-1.56093703902983
1.275,-1.56773005694108
1.27916666666666,-1.57424301540087
1.28333333333333,-1.58045937565849
1.2875,-1.58636320207684
1.29166666666666,-1.59193922295724
1.29583333333333,-1.59717288936996
1.3,-1.60205043167828
1.30416666666666,-1.60655891346063
1.30833333333333,-1.61068628255415
1.3125,-1.61442141896222
1.31666666666666,-1.61775417938779
1.32083333333333,-1.62067543817484
1.325,-1.62317712445979
1.32916666666666,-1.62525225535548
1.33333333333333,-1.62689496500964
1.3375,-1.62810052940002
1.34166666666666,-1.62886538674786
1.34583333333333,-1.62918715345083
1.35,-1.62906463545549
1.35416666666666,-1.62849783500906
1.35833333333333,-1.62748795274873
1.3625,-1.62603738510621
1.36666666666666,-1.6241497170243
1.37083333333333,-1.62182971000158
1.375,-1.61908328550134
1.37916666666666,-1.61591750378065
1.38333333333333,-1.61234053821623
1.3875,-1.60836164522494
1.39166666666666,-1.60399112989808
1.39583333333333,-1.59924030749126
1.4,-1.594121460934
1.40416666666666,-1.58864779454638
1.40833333333333,-1.58283338417378
1.4125,-1.57669312397405
1.41666666666666,-1.57024267011524
1.42083333333333,-1.56349838166533
1.425,-1.55647725897796
1.42916666666666,-1.54919687990011
1.43333333333333,-1.5416753341481
1.4375,-1.53393115621719
1.44166666666666,-1.5259832572065
1.44583333333333,-1.51785085595538
1.45,-1.50955340989826
1.45416666666666,-1.50111054605295
1.45833333333333,-1.49254199256101
1.4625,-1.48386751119882
1.46666666666666,-1.47510683127343
1.47083333333333,-1.46627958530759
1.475,-1.45740524690498
1.47916666666666,-1.44850307116737
1.48333333333333,-1.43959203801239
1.4875,-1.43069079871231
1.49166666666666,-1.42181762594261
1.49583333333333,-1.4129903675927
1.5,-1.4042264045525
1.50416666666666,-1.39554261264656
1.50833333333333,-1.38695532884355
1.5125,-1.37848032182429
1.51666666666666,-1.37013276694562
1.52083333333333,-1.36192722559213
1.525,-1.35387762886397
1.52916666666666,-1.34599726550588
1.53333333333333,-1.33829877394316
1.5375,-1.33079413825279
1.54166666666666,-1.32349468786472
1.54583333333333,-1.31641110075894
1.55,-1.30955340989826
1.55416666666666,-1.30293101261665
1.55833333333333,-1.29655268266608
1.5625,-1.2904265846137
1.56666666666666,-1.28456029027348
1.57083333333333,-1.27896079685384
1.575,-1.27363454650334
1.57916666666666,-1.26858744694128
1.58333333333333,-1.26382489286765
1.5875,-1.25935178785755
1.59166666666666,-1.25517256645819
1.59583333333333,-1.25129121622123
1.6,-1.24771129942022
1.60416666666666,-1.24443597421996
1.60833333333333,-1.2414680150834
1.6125,-1.23880983222041
1.61666666666666,-1.23646348990187
1.62083333333333,-1.23443072348136
1.625,-1.23271295498572
1.62916666666666,-1.23131130715361
1.63333333333333,-1.23022661581942
1.6375,-1.22945944055669
1.64166666666666,-1.22901007351203
1.64583333333333,-1.22887854637631
1.65,-1.22906463545549
1.65416666666666,-1.22956786481808
1.65833333333333,-1.23038750751116
1.6625,-1.23152258485048
1.66666666666666,-1.23297186380475
1.67083333333333,-1.23473385250751
1.675,-1.23680679394417
1.67916666666666,-1.23918865787555
1.68333333333333,-1.24187713107343
1.6875,-1.2448696059577
1.69166666666666,-1.24816316773949
1.69583333333333,-1.25175458018934
1.7,-1.25564027016451
1.70416666666666,-1.2598163110448
1.70833333333333,-1.26427840524164
1.7125,-1.26902186596035
1.71666666666666,-1.27404159841089
1.72083333333333,-1.27933208067682
1.725,-1.28488734446646
1.72916666666666,-1.29070095598357
1.73333333333333,-1.29676599716656
1.7375,-1.30307504755616
1.74166666666666,-1.30962016705975
1.74583333333333,-1.31639287988775
1.75,-1.32338415994071
1.75416666666666,-1.33058441792794
1.75833333333333,-1.33798349049615
1.7625,-1.34557063164183
1.76666666666666,-1.35333450667264
1.77083333333333,-1.36126318897076
1.775,-1.36934415979573
1.77916666666666,-1.37756431134442
1.78333333333333,-1.38590995326325
1.78749999999999,-1.39436682278113
1.79166666666666,-1.40292009860224
1.79583333333333,-1.41155441866547
1.8,-1.42025390184267
