"Linear Acceleration"
"Time (sec)","Linear Acceleration2 (meter/sec**2)"
0,-2.81245139841711
0.00416666666666667,-2.2148058786788
0.00833333333333333,-1.3474596179552
0.0125,-0.536410232926896
0.0166666666666667,1.09866482788228
0.0208333333333333,2.26044196901708
0.025,3.54440944260251
0.0291666666666667,4.3384005566138
0.0333333333333333,5.40552335888342
0.0375,6.68306819564457
0.0416666666666667,7.68478755534781
0.0458333333333333,8.80181888797064
0.05,9.89438875511367
0.0541666666666667,10.9782754262111
0.0583333333333333,12.0497366470403
0.0625,13.1049998825234
0.0666666666666667,14.1402841331353
0.0708333333333333,15.1518216856393
0.075,16.1358796149373
0.0791666666666667,17.0887808301414
0.0833333333333333,18.0069245583691
0.0875,18.8868060869018
0.0916666666666667,19.7250357119808
0.0958333333333333,20.5183566982903
0.1,21.2636623225006
0.104166666666667,21.9580117663671
0.108333333333333,22.5986449797508
0.1125,23.18299636068
0.116666666666667,23.708707313843
0.120833333333333,24.1736376387993
0.125,24.5758757633572
0.129166666666667,24.9137478311011
0.133333333333333,25.1858256415697
0.1375,25.39093346551
0.141666666666667,25.5281537551997
0.145833333333333,25.5968316898044
0.15,25.596578751004
0.154166666666667,25.5272750100046
0.158333333333333,25.3890705110844
0.1625,25.1823854113804
0.166666666666667,24.9079090669314
0.170833333333333,24.5665979655223
0.175,24.1596725021742
0.179166666666667,23.6886125714748
0.183333333333333,23.1551519439997
0.1875,22.5612713824608
0.191666666666667,21.9091905084461
0.195833333333334,21.2013583297404
0.2,20.4404424269372
0.204166666666667,19.6293168907377
0.208333333333334,18.7710486390046
0.2125,17.8688827659385
0.216666666666667,16.9262261170834
0.220833333333334,15.9466299061248
0.225,14.9337708446029
0.229166666666667,13.8914312099405
0.233333333333334,12.8234777709342
0.2375,11.7338397735225
0.241666666666667,10.6264861043405
0.245833333333334,9.50540180780142
0.25,8.37456416830807
0.254166666666667,7.23791854341315
0.258333333333334,6.09935425176849
0.2625,4.96268065755345
0.266666666666667,3.83160387931045
0.270833333333334,2.70970422158489
0.275,1.60041475008058
0.279166666666667,0.50700119026101
0.283333333333334,-0.567456552359684
0.2875,-1.62008101497752
0.291666666666667,-2.64821173725297
0.295833333333334,-3.64941755237492
0.3,-4.62150647402604
0.304166666666667,-5.56253304993034
0.308333333333333,-6.4708031232559
0.3125,-7.34487596230877
0.316666666666667,-8.18356378038062
0.320833333333333,-8.98592870970722
0.325,-9.75127731962714
0.329166666666667,-10.4791528343538
0.333333333333333,-11.1693252159907
0.3375,-11.8217793199555
0.341666666666667,-12.436701356966
0.345833333333333,-13.0144638984345
0.35,-13.555609694158
0.354166666666667,-14.0608345548076
0.358333333333333,-14.5309695698602
0.3625,-14.9669629081397
0.366666666666667,-15.3698614489425
0.370833333333333,-15.7407924731005
0.375,-16.0809456040022
0.379166666666667,-16.3915552298347
0.383333333333333,-16.6738834947788
0.3875,-16.9292040651753
0.391666666666666,-17.1587867790828
0.395833333333333,-17.3638831785284
0.4,-17.5457131387091
0.404166666666666,-17.7054524985336
0.408333333333333,-17.8442218094172
0.4125,-17.9630761685812
0.416666666666666,-18.0629961503822
0.420833333333333,-18.1448798122084
0.425,-18.2095357343489
0.429166666666666,-18.2576771655915
0.433333333333333,-18.2899169742747
0.4375,-18.3067637945097
0.441666666666666,-18.3086188929899
0.445833333333333,-18.2957740149116
0.45,-18.2684100708706
0.454166666666666,-18.2265966613442
0.458333333333333,-18.1702923958902
0.4625,-18.0993460468393
0.466666666666666,-18.0134984728492
0.470833333333333,-17.9123853530845
0.475,-17.7955407233034
0.479166666666666,-17.6624013094424
0.483333333333333,-17.5123116954702
0.487499999999999,-17.3445303526655
0.491666666666666,-17.1582364176952
0.495833333333333,-16.9525375511856
0.499999999999999,-16.7264783972331
0.504166666666666,-16.4790501855723
0.508333333333333,-16.209201041614
0.512499999999999,-15.9158472636062
0.516666666666666,-15.5978854063697
0.520833333333333,-15.254205200471
0.524999999999999,-14.8837032249304
0.529166666666666,-14.4852972765236
0.533333333333333,-14.0579413510217
0.537499999999999,-13.600641125615
0.541666666666666,-13.1124698113133
0.545833333333333,-12.5925842783771
0.549999999999999,-12.0402411914798
0.554166666666666,-11.4548131296027
0.558333333333333,-10.8358043429521
0.562499999999999,-10.1828660638106
0.566666666666666,-9.49581110350628
0.570833333333333,-8.77462753993927
0.574999999999999,-8.01949128226409
0.579166666666666,-7.23077731665962
0.583333333333332,-6.40906941851766
0.587499999999999,-5.55516817193747
0.591666666666666,-4.67009712516835
0.595833333333332,-3.75510694384263
0.599999999999999,-2.81167746282669
0.604166666666666,-1.84151755192858
0.608333333333332,-0.846562750232697
0.612499999999999,0.171029336422855
0.616666666666666,1.20888585211402
0.620833333333332,2.26442766894261
0.624999999999999,3.33488042263848
0.629166666666666,4.41728749564257
0.633333333333332,5.50852479219005
0.637499999999999,6.60531712748911
0.641666666666666,7.70425605058228
0.645833333333332,8.80181888530897
0.649999999999999,9.89438875693443
0.654166666666666,10.9782754246749
0.658333333333332,12.0497366486705
0.662499999999999,13.1049998814412
0.666666666666666,14.1402841335681
0.670833333333332,15.1518216855935
0.674999999999999,16.1358796145976
0.679166666666665,17.0887808307111
0.683333333333332,18.0069245578866
0.687499999999999,18.8868060870396
0.691666666666665,19.725035712157
0.695833333333332,20.5183566981721
0.699999999999999,21.2636623223813
0.704166666666665,21.9580117666047
0.708333333333332,22.5986449794558
0.712499999999999,23.1829963608846
0.716666666666665,23.7087073139191
0.720833333333332,24.1736376385455
0.724999999999999,24.5758757635004
0.729166666666665,24.9137478312191
0.733333333333332,25.1858256413492
0.737499999999999,25.3909334656219
0.741666666666665,25.528153755199
0.745833333333332,25.5968316897996
0.749999999999999,25.5965787509778
0.754166666666665,25.5272750100456
0.758333333333332,25.3890705110026
0.762499999999999,25.1823854114274
0.766666666666665,24.9079090670621
0.770833333333332,24.5665979646695
0.774999999999998,24.1596725032737
0.779166666666665,23.688612571167
0.783333333333332,23.1551519436263
0.787499999999998,22.5612713831574
0.791666666666665,21.9091905076941
0.795833333333332,21.2013583302722
0.799999999999998,20.4404424268383
0.804166666666665,19.6293168904711
0.808333333333332,18.7710486393878
0.812499999999998,17.8688827656159
0.816666666666665,16.9262261174636
0.820833333333332,15.9466299057097
0.824999999999998,14.9337708448442
0.829166666666665,13.8914312099191
0.833333333333332,12.8234777708494
0.837499999999998,11.733839773538
0.841666666666665,10.6264861041198
0.845833333333332,9.50540180877682
0.849999999999998,8.37456416687134
0.854166666666665,7.2379185444987
0.858333333333332,6.09935425129185
0.862499999999998,4.96268065758696
0.866666666666665,3.83160387951192
0.870833333333331,2.70970422135914
0.874999999999998,1.60041475030294
0.879166666666665,0.507001189941809
0.883333333333331,-0.56745655201762
0.887499999999998,-1.62008101510304
0.891666666666665,-2.64821173773098
0.895833333333331,-3.64941755101192
0.899999999999998,-4.62150647575373
0.904166666666665,-5.56253304865279
0.908333333333331,-6.47080312334487
0.912499999999998,-7.34487596400123
0.916666666666665,-8.18356377764321
