"Linear Velocity"
"Time (sec)","Linear Velocity1 (meter/sec)"
0,-2.09439510239319
0.00416666666666667,-2.10327381734468
0.00833333333333333,-2.10865690529815
0.0125,-2.11192869096005
0.0166666666666667,-2.1086310594596
0.0208333333333333,-2.10141197464752
0.025,-2.089282836893
0.0291666666666667,-2.07301900594207
0.0333333333333333,-2.05258931274938
0.0375,-2.02735686771865
0.0416666666666667,-1.99754892065379
0.0458333333333333,-1.96316381050908
0.05,-1.92421475634898
0.0541666666666667,-1.8807302068502
0.0583333333333333,-1.83275410190954
0.0625,-1.78034604439589
0.0666666666666667,-1.72358138111929
0.0708333333333333,-1.66255119293294
0.075,-1.59736219464887
0.0791666666666667,-1.52813654625167
0.0833333333333333,-1.4550115775088
0.0875,-1.37813942872896
0.0916666666666667,-1.29768661084054
0.0958333333333333,-1.21383348855722
0.1,-1.12677369053277
0.104166666666667,-1.03671345091789
0.108333333333333,-0.943870886758888
0.1125,-0.848475215949773
0.116666666666667,-0.750765920477785
0.120833333333333,-0.650991859781815
0.125,-0.549410339053474
0.129166666666667,-0.446286137282204
0.133333333333333,-0.341890499829345
0.1375,-0.236500100259779
0.141666666666667,-0.130395976081485
0.145833333333333,-0.0238624431402093
0.15,0.0828140069513765
0.154166666666667,0.189345821497619
0.158333333333333,0.295445509171949
0.1625,0.400826765527616
0.166666666666667,0.505205596965279
0.170833333333333,0.608301438464403
0.175,0.709838260298303
0.179166666666667,0.809545658855205
0.183333333333333,0.907159926567069
0.1875,1.00242509578805
0.191666666666667,1.09509395140935
0.195833333333334,1.18492900678668
0.2,1.2717034374296
0.204166666666667,1.35520196706726
0.208333333333334,1.43522169999025
0.2125,1.51157289456607
0.216666666666667,1.58407967175806
0.220833333333334,1.65258065347128
0.225,1.71692952517342
0.229166666666667,1.77699551778589
0.233333333333334,1.83266380407282
0.2375,1.88383580526571
0.241666666666667,1.93042940420978
0.245833333333334,1.97237906197503
0.25,2.00963583567288
0.254166666666667,2.04216729603104
0.258333333333334,2.06995734434064
0.2625,2.09300592923971
0.266666666666667,2.11132866511762
0.270833333333334,2.12495635483461
0.275,2.13393442074507
0.279166666666667,2.13832224908106
0.283333333333334,2.13819245387396
0.2875,2.13363006764704
0.291666666666667,2.12473166704654
0.295833333333334,2.11160444245026
0.3,2.09436522128448
0.304166666666667,2.07313945535574
0.308333333333333,2.04806018287837
0.3125,2.01926697610184
0.316666666666667,1.98690488546635
0.320833333333333,1.9511233910447
0.325,1.91207537171095
0.329166666666667,1.8699161019517
0.333333333333333,1.82480228558379
0.3375,1.77689113485145
0.341666666666667,1.7263395024592
0.345833333333333,1.67330307311903
0.35,1.61793562012351
0.354166666666667,1.56038833138183
0.358333333333333,1.50080920825027
0.3625,1.43934253941926
0.366666666666667,1.37612845107585
0.370833333333333,1.31130253356955
0.375,1.24499554393706
0.379166666666667,1.17733318274063
0.383333333333333,1.10843594306068
0.3875,1.0384190287883
0.391666666666666,0.967392338786133
0.395833333333333,0.895460513246713
0.4,0.822723038043138
0.404166666666666,0.749274402787726
0.408333333333333,0.675204308095348
0.4125,0.600597917499861
0.416666666666666,0.525536149450479
0.420833333333333,0.450096004863214
0.425,0.374350925829504
0.429166666666666,0.298371180993028
0.433333333333333,0.22222427370714
0.4375,0.145975368598866
